"Year","Make","Model","HorsePower","Price","ConsumerRating","ConsumerReviews","SellerType","SellerName","SellerRating","SellerReviews","StreetName","State","Zipcode","DealType","ComfortRating","InteriorDesignRating","PerformanceRating","ValueForMoneyRating","ExteriorStylingRating","ReliabilityRating","Color","InteriorColor","Drivetrain","MinMPG","MaxMPG","FuelType","Transmission","Engine","Engine Capacity(L)","Cylinder","VIN","Stock#","Mileage","bodyType","numberOfDoors"
"2019","BMW","X1 sDrive28i","231","31885","4.7","17","Dealer","Sewell BMW MINI of Plano","4.7","1064","6800 Dallas Pkwy Plano","TX","75024","Fair","4.8","4.6","4.8","4.7","4.8","4.6","Sparkling Brown Metallic","Oyster / Black","Front-wheel Drive","23","32","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHU7C59K5L10471","5136922A","53693","Crossover","4"
"2020","BMW","X7 xDrive40i","381","72834","4.9","22","Dealer","BMW MINI of Clear Lake","4.4","338","15943 Gulf Fwy Webster","TX","77598","Great","5","5","5","4.7","4.9","4.9","Black","Black","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C01L9C68723","L9C68723","16060","SUV","4"
"2019","BMW","330 i xDrive","258","3699","4.9","30","Dealer","Porsche St. Paul","4.9","146","2490 W Maplewood Dr Maplewood","MN","55109","Fair","4.9","4.9","5","4.6","4.9","4.9","Black Sapphire Metallic","Black","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","3MW5R7J54K8A26492","F2884B","49676","Sedan","4"
"2018","BMW","X1 xDrive28i","231","2999","4.8","79","Dealer","Autohaus BMW","4.9","2698","3015 S Hanley Rd Saint Louis","MO","63143","Fair","4.7","4.7","4.8","4.6","4.8","4.8","Black Sapphire Metallic","Black","All-wheel Drive","22","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHT3C30J5K31859","24932B","45284","SUV","4"
"2018","BMW","X5 xDrive35i","306","38894","4.8","66","Dealer","BMW of Milwaukee North","4.8","491","5990 N Green Bay Ave Glendale","WI","53209","Good","4.8","4.9","4.9","4.5","4.9","4.8","Glacier Silver Metallic","Black","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR0C55J0X98694","B60870B","57872","SUV","4"
"2018","BMW","430 Gran Coupe i","249","25441","4.9","24","Dealer","BMW of Gwinnett Place","4.7","846","3264 Commerce Ave Duluth","GA","30096","Good","5","4.9","4.9","4.8","4.9","5","Jet Black","Black / Red","Rear-wheel Drive","24","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA4J1C55JBG78146","P43120A","86605","Sedan","4"
"2020","BMW","X5 xDrive40i","340","53988","4.7","53","Dealer","BMW of Gwinnett Place","4.7","846","3264 Commerce Ave Duluth","GA","30096","Fair","4.8","4.8","4.8","4.4","4.7","4.7","Black Sapphire Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C06L9B19075","100103A","53021","SUV","4"
"2016","BMW","X5 xDrive35i","306","2649","4.8","73","Dealer","AutoNation Lincoln Clearwater","4.8","907","2085 Gulf to Bay Blvd Clearwater","FL","33765","Good","4.8","4.8","4.8","4.5","4.8","4.7","Carbon Black Metallic","–","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR0C55G0P29299","G0P29299","86843","SUV","4"
"2020","BMW","X3 xDrive30i","249","45898","4.9","51","Dealer","Ted Britt Ford - We Will Buy Your Car","4.6","304","11165 Fairfax Blvd Fairfax","VA","22030","Good","5","4.9","4.9","4.7","4.9","4.9","Blue Metallic","Mocha","All-wheel Drive","24","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY5C03L9B08306","20649A","11967","SUV","4"
"2020","BMW","X5 xDrive40i","340","5895","4.7","53","Dealer","BMW Encinitas","4.4","1140","1302 Encinitas Blvd Encinitas","CA","92024","Good","4.8","4.8","4.8","4.4","4.7","4.7","Black Sapphire Metallic","–","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C06LLL66385","LLL66385","19885","SUV","4"
"2020","BMW","X5 sDrive40i","340","54238","4.7","53","Dealer","Hurst Autoplex Mitsubishi","4.9","367","240 Northeast Loop 820 Hurst","TX","76053","Good","4.8","4.8","4.8","4.4","4.7","4.7","Dark Graphite Metallic","Black","Rear-wheel Drive","21","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR4C02L9B45399","7628C","31603","Crossover","4"
"2019","BMW","X5 xDrive40i","340","48481","4.7","55","Dealer","BMW of Gwinnett Place","4.7","846","3264 Commerce Ave Duluth","GA","30096","Fair","5","4.9","4.9","4.4","4.7","4.6","Mineral White Metallic","Amarone","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C53KLL24816","100092B","55931","SUV","4"
"2018","BMW","X3 xDrive30i","249","36297","4.8","64","Dealer","Cutter Ford","4.7","864","98-15 Kamehameha Hwy Aiea","HI","96701","Fair","4.9","4.9","4.8","4.4","4.9","4.6","Alpine White","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C57JLD62858","220200A","36090","SUV","4"
"2021","BMW","X1 xDrive28i","231","40995","5","3","Dealer","BMW of Warwick","4.7","715","1515 Bald Hill Rd Warwick","RI","2886","Good","5","5","5","4.7","5","5","Black Sapphire Metallic","Black","All-wheel Drive","23","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXJG9C03M5T82889","60361S","10670","SUV","4"
"2018","BMW","X3 M40i","360","45991","4.8","64","Dealer","Porsche Westwood","4.4","114","411 Providence Hwy","RT","1","Good","4.9","4.9","4.8","4.4","4.9","4.6","Dark Graphite Metallic","Black","All-wheel Drive","20","27","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXTS3C50J0Y98292","J0Y98292","19772","SUV","4"
"2019","BMW","X5 xDrive40i","340","48495","4.7","55","Dealer","Jaguar Land Rover South Bay","4.7","240","3233 Pacific Coast Hwy Torrance","CA","90505","Fair","5","4.9","4.9","4.4","4.7","4.6","Jet Black","–","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C54KLK88585","KLK88585","44840","SUV","4"
"2019","BMW","330 i","258","36926","4.9","30","Dealer","Mark Kia ","4.4","1759","3333 N 89th St Scottsdale","AZ","85251","Good","4.9","4.9","5","4.6","4.9","4.9","Black Sapphire Metallic","Black","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R1C53KAJ98978","KP7787","20735","Sedan","4"
"2019","BMW","330 i xDrive","258","3699","4.9","30","Dealer","Porsche St. Paul","4.9","146","2490 W Maplewood Dr Maplewood","MN","55109","Fair","4.9","4.9","5","4.6","4.9","4.9","Black Sapphire Metallic","Black","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","3MW5R7J54K8A26492","F2884B","49676","Sedan","4"
"2013","BMW","X3 xDrive28i","245","16999","4.2","82","Dealer","Galleria BMW ","4.5","60","11290 Mandal Parkway D'Iberville","MS","39540","Great","4.5","4.4","4.3","3.8","4.5","3.8","Titanium Silver Metallic","Black","All-wheel Drive","21","28","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXWX9C50D0A23383","41493A","85716","SUV","4"
"2020","BMW","X7 xDrive40i","381","77999","4.9","22","Dealer","CarVault","5","9","2825 Crain Highway Waldorf","MD","20601","Fair","5","5","5","4.7","4.9","4.9","Alpine White","Black","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C00L9A01010","CV10230","22859","SUV","4"
"2015","BMW","435 Gran Coupe i","241","24472","4.9","8","Dealer","Klamath Falls Honda","4.9","121","2810 Washburn Way Klamath Falls","OR","97603","NA","4.9","5","4.9","4.6","5","4.9","Carbon Black Metallic","Black","Rear-wheel Drive","21","32","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBA4B1C59FD418127","P418127","100256","Sedan","4"
"2019","BMW","X5 xDrive40i","340","49933","4.7","55","Dealer","BMW of Kansas City South","4.8","162","1200 W 104th St KCMO","MO","64114","Good","5","4.9","4.9","4.4","4.7","4.6","Arctic Gray Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C53KLL05179","X2656","36515","SUV","4"
"2016","BMW","X3 xDrive35i","306","27998","4.6","56","Dealer","CarMax Schaumburg - Now offering Curbside Pickup","2.8","34","250 E Golf Rd Schaumburg","IL","60173","Good","4.7","4.6","4.6","4.3","4.8","4.8","Silver","Black","All-wheel Drive","19","27","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXWX7C56G0R17877","22645652","56637","SUV","4"
"2018","BMW","530 i","231","36989","4.8","18","Dealer","EchoPark Automotive Charleston Delivery Center","4.6","19","ONLINE ONLY Charleston","SC","29406","Good","4.8","4.8","4.8","4.4","4.8","4.8","White","Mocha","Rear-wheel Drive","24","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBAJA5C54JWA39422","CJWA39422","30661","Sedan","4"
"2018","BMW","X1 xDrive28i","231","2959","4.8","79","Dealer","BMW of Alexandria","4.4","734","499 S Pickett St Alexandria","VA","22304","Fair","4.7","4.7","4.8","4.6","4.8","4.8","Dark Olive Metallic","Beige","All-wheel Drive","22","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHT3C31J5K32020","K32020PC","38749","SUV","4"
"2018","BMW","X1 xDrive28i","231","23534","4.8","79","Dealer","Luxury Motors Florida","2.9","65","2200 South Federal Highway Fort Lauderdale","FL","33316","Great","4.7","4.7","4.8","4.6","4.8","4.8","Alpine White","Oyster / Black","All-wheel Drive","22","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHT3C38J5K21788","UC1788","30541","SUV","4"
"2016","BMW","X1 xDrive 28i","231","2189","4.6","40","Dealer","Barry Automotive Group","4.7","1247","166 Connell Highway Newport","RI","2840","Fair","4.5","4.5","4.8","4.5","4.8","4.7","White Metallic","Black","All-wheel Drive","22","32","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHT3C37G5E51656","S6049","81894","SUV","4"
"2018","BMW","540 i","340","36910","4.8","25","Dealer","Metro Nissan of Dallas","3.9","64","4707 Lyndon B Johnson Fwy Farmers Branch","TX","75244","Fair","4.9","4.8","4.9","4.4","4.7","4.7","Carbon Black Metallic","Black","Rear-wheel Drive","21","30","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBAJE5C52JWA97467","P2039","59339","Sedan","4"
"2015","BMW","328 i xDrive","245","22995","4.7","107","Dealer","North Coast Auto","4.7","111","1177 Fairport Rd Fairport","NY","14450","Fair","4.7","4.7","4.8","4.5","4.8","4.6","Black","Black","All-wheel Drive","22","33","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA3B3C53FF546472","11487","45325","Sedan","4"
"2011","BMW","X5 xDrive35i","306","11999","4.3","86","Dealer","Keyless Motors","4.6","140","1849 Morris Ave Union","NJ","7083","NA","4.5","4.5","4.4","4","4.6","3.9","Black Sapphire Metallic","Black","All-wheel Drive","16","23","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXZV4C55BL401907","401907","88560","SUV","4"
"2021","BMW","330 i","258","41999","4.9","11","Dealer","Stevens Creek BMW","4.4","1572","4343 Stevens Creek Blvd Santa Clara","CA","95051","Good","4.8","4.8","4.9","4.8","4.9","4.7","White","Black","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","3MW5R1J0XM8B82637","LM8B82637","13084","Sedan","4"
"2019","BMW","X5 xDrive40i","340","50593","4.7","55","Dealer","BMW of Rockville","4.6","1611","1300 Rockville Pike Rockville","MD","20852","Fair","5","4.9","4.9","4.4","4.7","4.6","Arctic Gray Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C5XKLL52533","KLL52533","39974","SUV","4"
"2020","BMW","X5 xDrive40i","340","5997","4.7","53","Dealer","Checkered Flag BMW & Mini","4.9","3037","5225 Virginia Beach Blvd Virginia Beach","VA","23462","Good","4.8","4.8","4.8","4.4","4.7","4.7","Phytonic Blue Metallic","Coffee","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C00L9D57231","B67409D","21263","SUV","4"
"2019","BMW","540 i xDrive","340","43595","4.9","17","Dealer","MajorWorld Chevy","4.6","2135","43-40 Northern Blvd Long Island City","NY","11101","Great","4.9","4.9","5","4.6","5","4.8","Mineral White Metallic","Black","All-wheel Drive","21","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBAJE7C57KWD55351","M65983","34526","Sedan","4"
"2018","BMW","X5 xDrive35i","306","44943","4.8","66","Dealer","BMW of Freeport","4.7","1351","291 W. Sunrise Hwy Freeport","NY","11520","Good","4.8","4.9","4.9","4.5","4.9","4.8","Jet Black","Black","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR0C57JL077095","JL077095T","21463","SUV","4"
"2020","BMW","X7 xDrive40i","381","73677","4.9","22","Dealer","AutoNation Toyota Hayward","4.4","1071","24773 Mission Blvd Hayward","CA","94544","Good","5","5","5","4.7","4.9","4.9","Carbon Black Metallic","–","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C00L9C57261","L9C57261","16691","SUV","4"
"2020","BMW","X3 xDrive30i","249","30995","4.9","51","Dealer","INFINITI of Englewood","3.7","21","60 Rockwood Place ENGLEWOOD","NJ","7631","Great","5","4.9","4.9","4.7","4.9","4.9","Dark Graphite Metallic","Black","All-wheel Drive","24","29","Gasoline","8-SPEED A/T","4 Cylinder Engine","2","4","5UXTY5C07L9B80514","L9B80514","67570","SUV","4"
"2020","BMW","X5 xDrive40i","340","62787","4.7","53","Dealer","BMW Northwest","4.8","780","4011 20th St E Fife","WA","98424","Great","4.8","4.8","4.8","4.4","4.7","4.7","Alpine White","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C08L9C49858","BP5119B","10422","SUV","4"
"2018","BMW","320 i","184","26998","4.9","50","Dealer","CarMax Memphis - Now offering Curbside Pickup","4.5","10","7771 Highway #64 Memphis","TN","38133","Good","4.9","4.8","4.9","4.8","4.8","5","Silver","Black","Rear-wheel Drive","24","35","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA8A9C58JAC99938","23017446","47094","Sedan","4"
"2016","BMW","X6 xDrive35i","306","41985","4.8","20","Dealer","Alpha Luxury Motors","4.4","21","505 Ogden Ave Downers Grove","IL","60515","Fair","4.8","4.7","4.9","4.6","4.9","4.7","Space Gray Metallic","Black","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKU2C59G0N81264","A465","38144","SUV","4"
"2017","BMW","X3 xDrive28i","245","29988","4.8","89","Dealer","Galleria BMW ","4.5","60","11290 Mandal Parkway D'Iberville","MS","39540","Good","4.8","4.8","4.9","4.5","4.8","4.9","Black Sapphire Metallic","Sand Beige","All-wheel Drive","21","28","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXWX9C34H0T21078","B22973A","50296","SUV","4"
"2020","BMW","X7 xDrive40i","381","74481","4.9","22","Dealer","BMW of Gwinnett Place","4.7","846","3264 Commerce Ave Duluth","GA","30096","Good","5","5","5","4.7","4.9","4.9","Black Sapphire Metallic","Cognac","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C04L9B91281","P43271","17431","SUV","4"
"2020","BMW","X3 xDrive30i","249","34491","4.9","51","Dealer","Edison Infiniti","5","4","842 U.S. 1 Edison","NJ","8817","Great","5","4.9","4.9","4.7","4.9","4.9","Phytonic Blue Metallic","Black","All-wheel Drive","24","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY5C00LLT36991","F098I","49870","SUV","4"
"2019","BMW","330 i xDrive","258","3657","4.9","30","Dealer","Maserati and Alfa Romeo of Englewood Cliffs","5","2","340 Sylvan Ave. Englewood Cliff","NJ","7632","Good","4.9","4.9","5","4.6","4.9","4.9","Jet Black","Beige","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R7C50KFH01410","10314U","32558","Sedan","4"
"2019","BMW","X3 xDrive30i","249","35898","4.7","99","Dealer","BMW Certified Pre-Owned Medford, A Herb Chambers Company","4.7","58","60 Mystic Avenue Medford","MA","2155","Good","4.7","4.7","4.8","4.3","4.8","4.6","Jet Black","Canberra Beige","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C51KLP86776","BP1385XX","47544","SUV","4"
"2020","BMW","750 i xDrive","450","69995","5","3","Dealer","Texas Cars Direct","4.8","333","2718 Forest Ln Dallas","TX","75234","Good","5","5","5","5","5","5","Jet Black","Black","All-wheel Drive","17","25","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","WBA7R8C08LBM58373","M58373","48074","Sedan","4"
"2018","BMW","540 i","340","36934","4.8","25","Dealer","Metro Nissan of Dallas","3.9","64","4707 Lyndon B Johnson Fwy Farmers Branch","TX","75244","Fair","4.9","4.8","4.9","4.4","4.7","4.7","Carbon Black Metallic","Black","Rear-wheel Drive","21","30","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBAJE5C52JWA97467","P2039","59339","Sedan","4"
"2021","BMW","X3 sDrive30i","249","45041","4.7","29","Dealer","Bert Ogden BMW","4.5","85","3201 N 10th St McAllen","TX","78501","Great","4.8","4.7","4.8","4.5","4.8","4.6","Dark Graphite","Oyster","Rear-wheel Drive","25","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY3C00M9E40046","XBP1476B","22575","Crossover","4"
"2020","BMW","X7 xDrive40i","381","71991","4.9","22","Dealer","Planet Ford 45","4.7","2276","20403 I-45 Spring","TX","77388","Fair","5","5","5","4.7","4.9","4.9","Alpine White","Black","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C09L9B51567","NP0289B","38547","SUV","4"
"2016","BMW","X6 xDrive35i","306","33501","4.8","20","Dealer","Napleton Porsche of Westmont","4.8","759","201 E Ogden Ave Westmont","IL","60559","Fair","4.8","4.7","4.9","4.6","4.9","4.7","Carbon Black Metallic","Black","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKU2C58G0N80963","13498A","86271","SUV","4"
"2020","BMW","M4 Base","431","74523","4.9","1","Dealer","LW Automotive","4.6","160","9234 Perry Hwy Pittsburgh","PA","15237","Good","5","5","5","4","5","5","Black","Red","Rear-wheel Drive","18","25","Gasoline","7-Speed Automatic with Auto-Shift","3.0L I6 24V GDI DOHC Twin Turbo","3","6","WBS4Y9C04LAH82968","7663001020","16870","Coupe","2"
"2020","BMW","X7 xDrive40i","381","68998","4.9","22","Dealer","CarMax Brandywine - Now offering Curbside Pickup","2.1","6","7700 Matapeake Business Dr Brandywine","MD","20613","Fair","5","5","5","4.7","4.9","4.9","Black","Black","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C06L9A00668","21854176","53480","SUV","4"
"2021","BMW","X5 xDrive40i","340","61412","4.8","26","Dealer","Heritage Toyota Owings Mills","4.8","1216","9801 Reisterstown Rd Owings Mills","MD","21117","Good","4.9","5","4.9","4.6","4.9","4.9","Phytonic Blue Metallic","Black","All-wheel Drive","21","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C02M9F03579","7PF03579","19580","SUV","4"
"2019","BMW","X5 xDrive40i","340","5051","4.7","55","Dealer","BMW of Atlantic City","4.5","423","6037 E Black Horse Pike Egg Harbor Township","NJ","8234","Fair","5","4.9","4.9","4.4","4.7","4.6","Jet Black","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C52KLL53692","KLL53692","47996","SUV","4"
"2022","BMW","X2 xDrive28i","231","41995","4.8","2","Dealer","BMW of Warwick","4.7","715","1515 Bald Hill Rd Warwick","RI","2886","Great","5","4.5","5","4.5","4.5","5","Black Sapphire Metallic","Black","All-wheel Drive","24","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXYJ1C05N5T64137","60167","10773","SUV","4"
"2019","BMW","X7 xDrive40i","381","6849","4.1","22","Dealer","BMW of Vista","4.5","667","1715 Hacienda Dr Vista","CA","92081","Fair","4.5","4.6","4","3.4","4.5","3.5","Black Sapphire Metallic","–","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C51KL080813","KL080813","30439","SUV","4"
"2019","BMW","X7 xDrive50i","530","6965","4.1","22","Dealer","eCarOne","4.9","1826","555 North East Loop 820 Hurst","TX","76053","Good","4.5","4.6","4","3.4","4.5","3.5","Black Sapphire Metallic","Ivory White","All-wheel Drive","15","21","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","5UXCX4C54KLS37159","YKLS37159","42655","SUV","4"
